duration,orig_bytes,resp_bytes,orig_pkts,resp_pkts,proto,service,conn_state,src_port,dst_port,component,label,event_id,timestamp
2.434523414644156,739,260,15,7,udp,ssh,RSTO,24356,22,DU,Benign,evt_000041,2026-06-01 00:00:41
1.4675922341690444,787,361,14,3,udp,-,SF,56245,80,CU,Benign,evt_000042,2026-06-01 00:00:42
2.1857290584533757,222,90,14,8,tcp,-,RSTO,26626,22,DU,Benign,evt_000043,2026-06-01 00:00:43
2.0933486473125824,414,156,7,5,udp,-,RSTO,55007,8080,DU,Benign,evt_000044,2026-06-01 00:00:44
2.1749508773832105,740,298,12,4,udp,ssh,RSTO,59594,22,CU,Benign,evt_000045,2026-06-01 00:00:45
,733,223,12,4,tcp,-,S1,30385,8080,DU,Benign,evt_000046,2026-06-01 00:00:46
2.1788764390197457,573,83,15,2,tcp,http,SF,11981,8080,CU,Benign,evt_000047,2026-06-01 00:00:47
2.543130850457516,729,416,17,9,tcp,http,S1,46080,22,DU,Benign,evt_000048,2026-06-01 00:00:48
2.0540632555911134,824,400,13,2,tcp,ssh,RSTO,56695,5000,DU,Benign,evt_000049,2026-06-01 00:00:49
2.2312955189519874,1155,299,6,5,udp,http,SF,27220,8080,CU,Benign,evt_000050,2026-06-01 00:00:50
2.5050305806708324,760,381,13,7,udp,ssh,S1,13621,5000,DU,Benign,evt_000051,2026-06-01 00:00:51
0.8342753441154669,959,274,25,11,udp,ssh,SF,34606,8080,DU,Benign,evt_000052,2026-06-01 00:00:52
1.744263026914159,583,328,20,5,udp,http,RSTO,64302,5000,O-Cloud-Edge-Server,Benign,evt_000053,2026-06-01 00:00:53
1.6237018765657636,1028,189,3,5,udp,-,S1,34380,22,DU,Benign,evt_000054,2026-06-01 00:00:54
1.4888977214053263,950,258,13,6,udp,ssh,RSTO,29947,80,CU,Benign,evt_000055,2026-06-01 00:00:55
1.779886199018653,1146,138,17,1,udp,-,SF,29406,80,O-Cloud-Edge-Server,Benign,evt_000056,2026-06-01 00:00:56
3.1959530489875165,1085,442,12,1,udp,http,SF,48338,5000,O-Cloud-Edge-Server,Benign,evt_000057,2026-06-01 00:00:57
1.3073351074454054,1035,483,10,4,udp,-,RSTO,23020,8080,DU,Benign,evt_000058,2026-06-01 00:00:58
2.7746226836731847,760,460,11,3,tcp,-,S1,48076,443,DU,Benign,evt_000059,2026-06-01 00:00:59
0.6537041827073562,897,174,15,0,udp,http,SF,64666,22,CU,Benign,evt_000060,2026-06-01 00:01:00
1.7320919760113802,1225,87,7,9,tcp,ssh,RSTO,50860,80,CU,Benign,evt_000061,2026-06-01 00:01:01
2.1302024520840046,539,444,18,6,udp,ssh,S1,60932,5000,DU,Benign,evt_000062,2026-06-01 00:01:02
2.468977865087423,548,327,12,6,tcp,http,RSTO,51948,22,DU,Benign,evt_000063,2026-06-01 00:01:03
2.568981263834284,872,292,8,3,udp,-,S1,55449,443,DU,Benign,evt_000064,2026-06-01 00:01:04
2.6346777881599404,966,138,18,6,tcp,-,RSTO,3544,443,O-Cloud-Edge-Server,Benign,evt_000065,2026-06-01 00:01:05
1.72101994220125,470,308,5,7,udp,-,S1,23794,80,DU,Benign,evt_000066,2026-06-01 00:01:06
1.6301185658683464,770,66,10,5,udp,ssh,S1,18657,8080,CU,Benign,evt_000067,2026-06-01 00:01:07
2.686380705005723,762,341,10,7,tcp,-,S1,56710,443,DU,Benign,evt_000068,2026-06-01 00:01:08
1.846956540094708,86,460,23,3,udp,-,SF,15842,80,DU,Benign,evt_000069,2026-06-01 00:01:09
0.9794509413296624,712,500,9,6,tcp,-,RSTO,63456,5000,DU,Benign,evt_000070,2026-06-01 00:01:10
1.0933702287972156,737,353,2,10,tcp,ssh,S1,46090,22,DU,Benign,evt_000071,2026-06-01 00:01:11
1.264438171198711,735,18,10,10,udp,-,SF,9020,80,O-Cloud-Edge-Server,Benign,evt_000072,2026-06-01 00:01:12
2.397728595243011,1366,271,15,10,tcp,http,S1,45105,443,DU,Benign,evt_000073,2026-06-01 00:01:13
2.113940588856452,313,582,16,7,tcp,ssh,S1,23126,22,CU,Benign,evt_000074,2026-06-01 00:01:14
2.5523882832542144,470,101,23,6,udp,http,RSTO,20185,443,O-Cloud-Edge-Server,Benign,evt_000075,2026-06-01 00:01:15
1.6581978829307726,244,230,19,4,tcp,ssh,S1,65151,5000,DU,Benign,evt_000076,2026-06-01 00:01:16
2.1268317528613716,607,466,13,0,udp,-,S1,52216,5000,DU,Benign,evt_000077,2026-06-01 00:01:17
2.5004723151738695,641,338,8,1,tcp,http,SF,50269,5000,O-Cloud-Edge-Server,Benign,evt_000078,2026-06-01 00:01:18
1.7525227682238094,596,636,20,5,tcp,-,S1,21126,22,DU,Benign,evt_000079,2026-06-01 00:01:19
2.365420190045929,1243,122,11,5,tcp,http,SF,43766,5000,CU,Benign,evt_000080,2026-06-01 00:01:20
1.470459247146679,1144,81,9,11,tcp,-,S1,23147,443,DU,Benign,evt_000081,2026-06-01 00:01:21
1.7095569227479426,831,435,10,10,udp,-,RSTO,39923,22,O-Cloud-Edge-Server,Benign,evt_000082,2026-06-01 00:01:22
1.6946096848013368,651,48,6,3,tcp,http,RSTO,26754,8080,CU,Benign,evt_000083,2026-06-01 00:01:23
1.0433282835287683,1210,208,10,8,udp,http,SF,40345,22,CU,Benign,evt_000084,2026-06-01 00:01:24
2.3895779846284655,792,229,11,4,tcp,-,S1,49058,5000,DU,Benign,evt_000085,2026-06-01 00:01:25
1.6244781278378209,472,405,16,8,udp,ssh,RSTO,21354,80,CU,Benign,evt_000086,2026-06-01 00:01:26
2.00999529498215,113,338,11,8,tcp,ssh,SF,1783,22,O-Cloud-Edge-Server,Benign,evt_000087,2026-06-01 00:01:27
2.384597327124727,623,313,6,10,tcp,http,S1,7268,5000,O-Cloud-Edge-Server,Benign,evt_000088,2026-06-01 00:01:28
2.357224940823955,1101,175,5,4,udp,-,S1,59500,80,O-Cloud-Edge-Server,Benign,evt_000089,2026-06-01 00:01:29
2.532308087178229,1710,434,14,9,udp,http,SF,62915,443,DU,Benign,evt_000090,2026-06-01 00:01:30
1.9212116123924612,824,884,13,0,tcp,http,S1,45669,5000,O-Cloud-Edge-Server,Benign,evt_000091,2026-06-01 00:01:31
1.661361350364677,493,350,10,10,udp,ssh,SF,7929,8080,DU,Benign,evt_000092,2026-06-01 00:01:32
1.9362254312748808,326,255,10,5,udp,-,SF,38866,443,CU,Benign,evt_000093,2026-06-01 00:01:33
0.6501324528335761,1020,32,14,5,tcp,ssh,SF,28921,443,CU,Benign,evt_000094,2026-06-01 00:01:34
0.84231002206153,94,138,19,1,tcp,-,RSTO,16334,443,DU,Benign,evt_000095,2026-06-01 00:01:35
0.9418403101164781,1020,205,9,4,tcp,ssh,RSTO,25491,8080,DU,Benign,evt_000096,2026-06-01 00:01:36
1.2022025379188146,1127,154,13,10,tcp,http,SF,51698,80,CU,Benign,evt_000097,2026-06-01 00:01:37
2.3198193813787493,974,237,17,4,tcp,http,SF,65300,443,DU,Benign,evt_000098,2026-06-01 00:01:38
1.2756167557119513,712,524,9,8,tcp,-,S1,57328,80,CU,Benign,evt_000099,2026-06-01 00:01:39
1.6974699567684883,1025,439,12,6,tcp,ssh,SF,14172,8080,DU,Benign,evt_000100,2026-06-01 00:01:40
3.0393826382288527,868,214,12,9,udp,ssh,S1,33379,5000,DU,Benign,evt_000101,2026-06-01 00:01:41
1.7149888231508592,488,46,6,6,udp,ssh,S1,35098,80,DU,Benign,evt_000102,2026-06-01 00:01:42
2.590012454773669,1540,453,13,2,udp,http,S1,19890,5000,CU,Benign,evt_000103,2026-06-01 00:01:43
1.2531058559920982,659,232,13,6,udp,ssh,S1,29090,5000,CU,Benign,evt_000104,2026-06-01 00:01:44
1.835649953705896,1110,36,15,11,tcp,http,S1,25573,22,CU,Benign,evt_000105,2026-06-01 00:01:45
1.2399823560715348,167,353,7,7,udp,-,SF,5512,80,DU,Benign,evt_000106,2026-06-01 00:01:46
1.72877353927955,1310,404,13,5,tcp,-,RSTO,27876,8080,CU,Benign,evt_000107,2026-06-01 00:01:47
2.6722465099659165,1387,148,19,14,tcp,-,RSTO,24516,22,O-Cloud-Edge-Server,Benign,evt_000108,2026-06-01 00:01:48
0.6181436614461209,811,108,22,10,udp,http,SF,20758,5000,CU,Benign,evt_000109,2026-06-01 00:01:49
2.3475389148366856,1023,222,19,8,tcp,http,S1,40618,443,O-Cloud-Edge-Server,Benign,evt_000110,2026-06-01 00:01:50
2.1901884818658224,1023,357,7,7,tcp,http,SF,46967,22,CU,Benign,evt_000111,2026-06-01 00:01:51
1.5246800354425645,542,157,15,8,udp,-,S1,4052,5000,DU,Benign,evt_000112,2026-06-01 00:01:52
0.8431537164892362,1018,106,10,8,udp,-,RSTO,23098,8080,DU,Benign,evt_000113,2026-06-01 00:01:53
2.0577036061710956,476,356,14,1,udp,-,S1,3015,8080,O-Cloud-Edge-Server,Benign,evt_000114,2026-06-01 00:01:54
1.576405832748958,556,165,9,7,udp,ssh,RSTO,54001,5000,CU,Benign,evt_000115,2026-06-01 00:01:55
2.186140969083763,1250,326,4,5,udp,http,S1,60838,22,CU,Benign,evt_000116,2026-06-01 00:01:56
2.017481716418754,1189,62,11,4,tcp,-,SF,30937,80,CU,Benign,evt_000117,2026-06-01 00:01:57
3.281423113056732,517,23,16,5,tcp,ssh,RSTO,61987,5000,DU,Benign,evt_000118,2026-06-01 00:01:58
1.8085154980215805,506,360,14,0,udp,ssh,SF,41598,80,CU,Benign,evt_000119,2026-06-01 00:01:59
1.1812020059025081,541,280,14,0,udp,http,S1,57086,22,CU,Benign,evt_000120,2026-06-01 00:02:00
2.143420507965053,1093,387,14,10,udp,ssh,RSTO,62177,8080,DU,Benign,evt_000121,2026-06-01 00:02:01
2.1759973471774123,400,154,14,7,tcp,-,RSTO,38894,8080,CU,Benign,evt_000122,2026-06-01 00:02:02
3.0873500601923496,942,112,15,2,udp,-,SF,29799,8080,CU,Benign,evt_000123,2026-06-01 00:02:03
2.668088996731663,1098,457,11,3,udp,,RSTO,48887,22,CU,Benign,evt_000124,2026-06-01 00:02:04
2.2854968473196076,764,3,13,9,tcp,http,RSTO,12013,80,DU,Benign,evt_000125,2026-06-01 00:02:05
3.17064231297565,1204,440,21,4,tcp,-,RSTO,20161,80,CU,Benign,evt_000126,2026-06-01 00:02:06
1.048989556541719,678,451,13,10,udp,http,RSTO,36500,443,CU,Benign,evt_000127,2026-06-01 00:02:07
1.4881987738002018,714,377,13,9,tcp,ssh,SF,14012,5000,O-Cloud-Edge-Server,Benign,evt_000128,2026-06-01 00:02:08
1.25873924687558,409,129,13,1,tcp,ssh,SF,33065,8080,O-Cloud-Edge-Server,Benign,evt_000129,2026-06-01 00:02:09
1.6881521574753857,1206,109,11,5,udp,ssh,S1,56237,22,O-Cloud-Edge-Server,Benign,evt_000130,2026-06-01 00:02:10
0.8986510819549529,493,206,10,4,udp,-,SF,51509,22,CU,Benign,evt_000131,2026-06-01 00:02:11
2.5081207574515236,939,32,14,0,udp,-,SF,58521,443,DU,Benign,evt_000132,2026-06-01 00:02:12
1.8222218423209813,771,86,10,0,udp,ssh,RSTO,56516,5000,O-Cloud-Edge-Server,Benign,evt_000133,2026-06-01 00:02:13
0.8233549643978737,378,343,12,3,udp,http,RSTO,22465,22,DU,Benign,evt_000134,2026-06-01 00:02:14
1.1875367350339667,556,343,9,3,tcp,-,SF,46995,5000,O-Cloud-Edge-Server,Benign,evt_000135,2026-06-01 00:02:15
2.2508110779601562,1353,72,13,7,tcp,-,S1,25023,80,DU,Benign,evt_000136,2026-06-01 00:02:16
2.670501254315505,880,348,15,9,udp,-,S1,63693,22,O-Cloud-Edge-Server,Benign,evt_000137,2026-06-01 00:02:17
3.5973847133534296,396,312,11,7,tcp,ssh,SF,12426,8080,O-Cloud-Edge-Server,Benign,evt_000138,2026-06-01 00:02:18
4.331089972805864,922,481,3,8,udp,ssh,SF,18390,8080,DU,Benign,evt_000139,2026-06-01 00:02:19
2.331527546620797,741,331,15,5,udp,http,S1,61766,80,CU,Benign,evt_000140,2026-06-01 00:02:20
1.2083695039745086,2181,409,13,8,udp,ssh,S1,16454,8080,CU,Benign,evt_000141,2026-06-01 00:02:21
0.2943629754149526,914,316,8,5,tcp,ssh,RSTO,40984,5000,DU,Benign,evt_000142,2026-06-01 00:02:22
2.2141691698750687,647,396,16,4,udp,http,RSTO,19815,80,CU,Benign,evt_000143,2026-06-01 00:02:23
1.3496471237517391,1368,34,6,12,udp,ssh,SF,19376,443,DU,Benign,evt_000144,2026-06-01 00:02:24
1.6677141918562517,63,220,18,2,udp,ssh,S1,44304,22,CU,Benign,evt_000145,2026-06-01 00:02:25
1.5103225607521535,837,233,12,0,udp,-,S1,52301,443,CU,Benign,evt_000146,2026-06-01 00:02:26
1.8873672908668917,1597,201,2,7,tcp,http,SF,16025,22,CU,Benign,evt_000147,2026-06-01 00:02:27
2.852784184630115,753,311,13,5,udp,http,RSTO,64430,5000,CU,Benign,evt_000148,2026-06-01 00:02:28
2.125638853956276,106,341,11,0,udp,ssh,S1,6727,5000,DU,Benign,evt_000149,2026-06-01 00:02:29
1.8730921303690493,641,302,10,2,tcp,-,RSTO,7478,8080,CU,Benign,evt_000150,2026-06-01 00:02:30
1.1714769977393507,1381,211,9,2,udp,http,S1,64097,5000,DU,Benign,evt_000151,2026-06-01 00:02:31
0.6602536442365143,950,122,12,9,udp,-,S1,4599,5000,O-Cloud-Edge-Server,Benign,evt_000152,2026-06-01 00:02:32
1.6109536727413354,464,415,10,10,udp,-,SF,21319,80,DU,Benign,evt_000153,2026-06-01 00:02:33
1.9569739593453437,525,295,4,11,tcp,http,S1,8839,443,O-Cloud-Edge-Server,Benign,evt_000154,2026-06-01 00:02:34
3.4143439308639065,576,77,19,0,udp,ssh,RSTO,15370,5000,O-Cloud-Edge-Server,Benign,evt_000155,2026-06-01 00:02:35
2.1042196171783085,944,209,11,1,tcp,http,S1,5797,22,O-Cloud-Edge-Server,Benign,evt_000156,2026-06-01 00:02:36
2.786191608818446,1335,38,9,0,tcp,ssh,S1,24167,8080,DU,Benign,evt_000157,2026-06-01 00:02:37
1.6005635211686784,1220,245,7,10,udp,-,SF,20097,22,O-Cloud-Edge-Server,Benign,evt_000158,2026-06-01 00:02:38
1.0520449868663801,982,208,16,7,tcp,ssh,SF,11244,80,DU,Benign,evt_000159,2026-06-01 00:02:39
1.2279065902141024,267,148,6,6,tcp,ssh,RSTO,47386,22,CU,Benign,evt_000160,2026-06-01 00:02:40
1.4198191483713973,268,493,13,6,tcp,http,RSTO,3331,443,O-Cloud-Edge-Server,Benign,evt_000161,2026-06-01 00:02:41
3.7027757859481314,1013,55,10,5,udp,ssh,S1,31620,8080,CU,Benign,evt_000162,2026-06-01 00:02:42
1.342890656620491,261,353,10,1,udp,ssh,S1,20724,5000,CU,Benign,evt_000163,2026-06-01 00:02:43
2.670791362989076,709,589,7,7,udp,-,RSTO,42972,80,CU,Benign,evt_000164,2026-06-01 00:02:44
1.277658257530379,921,412,10,5,tcp,-,SF,22819,443,O-Cloud-Edge-Server,Benign,evt_000165,2026-06-01 00:02:45
2.745258410299395,344,234,13,1,tcp,http,S1,31516,443,DU,Benign,evt_000166,2026-06-01 00:02:46
2.3079607728846905,390,58,14,8,tcp,ssh,SF,53343,8080,DU,Benign,evt_000167,2026-06-01 00:02:47
1.8746896818735277,762,22,9,4,udp,ssh,SF,10339,443,O-Cloud-Edge-Server,Benign,evt_000168,2026-06-01 00:02:48
1.9673899790916527,1001,174,12,6,tcp,ssh,S1,29127,22,CU,Benign,evt_000169,2026-06-01 00:02:49
1.4761698436564876,1224,130,17,5,tcp,ssh,RSTO,37289,5000,CU,Benign,evt_000170,2026-06-01 00:02:50
2.3568577611856645,1042,124,5,9,udp,-,SF,48552,22,O-Cloud-Edge-Server,Benign,evt_000171,2026-06-01 00:02:51
1.636013215727376,829,187,12,6,udp,http,S1,35639,80,DU,Benign,evt_000172,2026-06-01 00:02:52
1.0195153889862014,501,223,8,2,tcp,http,SF,48485,22,O-Cloud-Edge-Server,Benign,evt_000173,2026-06-01 00:02:53
0.9776499405443044,371,317,7,7,udp,http,SF,52366,5000,DU,Benign,evt_000174,2026-06-01 00:02:54
2.1380703341776957,595,41,14,7,tcp,-,RSTO,51922,22,CU,Benign,evt_000175,2026-06-01 00:02:55
3.2632730051283483,963,130,10,7,tcp,http,RSTO,40727,5000,CU,Benign,evt_000176,2026-06-01 00:02:56
2.1279932908587504,934,214,7,9,tcp,http,S1,60277,5000,CU,Benign,evt_000177,2026-06-01 00:02:57
1.905089339112094,39,208,19,3,udp,ssh,S1,2487,443,CU,Benign,evt_000178,2026-06-01 00:02:58
2.2286609116820344,485,533,17,8,tcp,-,SF,33191,22,CU,Benign,evt_000179,2026-06-01 00:02:59
3.04480139336546,1281,277,3,0,tcp,-,S1,52765,80,DU,Benign,evt_000180,2026-06-01 00:03:00
2.175506001091085,831,18,5,5,tcp,-,RSTO,7730,80,O-Cloud-Edge-Server,Benign,evt_000181,2026-06-01 00:03:01
1.6712582153330102,233,306,15,5,udp,-,S1,53806,443,DU,Benign,evt_000182,2026-06-01 00:03:02
2.885030968047911,1742,327,11,11,tcp,-,RSTO,3518,22,CU,Benign,evt_000183,2026-06-01 00:03:03
2.343005150769291,788,219,20,5,udp,-,SF,51763,443,O-Cloud-Edge-Server,Benign,evt_000184,2026-06-01 00:03:04
3.2286047935967934,953,45,15,8,udp,http,S1,13081,8080,DU,Benign,evt_000185,2026-06-01 00:03:05
2.146587549777525,959,521,14,0,udp,ssh,S1,44086,80,DU,Benign,evt_000186,2026-06-01 00:03:06
1.0204247746235997,652,68,8,4,tcp,ssh,RSTO,54517,22,O-Cloud-Edge-Server,Benign,evt_000187,2026-06-01 00:03:07
0.9054726406034679,508,345,15,2,tcp,ssh,SF,53548,5000,DU,Benign,evt_000188,2026-06-01 00:03:08
3.320742345785,1648,272,6,14,tcp,-,SF,38075,8080,CU,Benign,evt_000189,2026-06-01 00:03:09
3.378932576626638,1201,336,19,3,udp,-,RSTO,59626,443,DU,Benign,evt_000190,2026-06-01 00:03:10
1.8563846293739195,1128,513,15,6,udp,ssh,SF,10063,443,CU,Benign,evt_000191,2026-06-01 00:03:11
1.69345014309121,1030,329,9,6,udp,http,S1,16279,5000,O-Cloud-Edge-Server,Benign,evt_000192,2026-06-01 00:03:12
3.1691554337937617,398,150,16,0,tcp,ssh,SF,9580,22,O-Cloud-Edge-Server,Benign,evt_000193,2026-06-01 00:03:13
1.1143634543652094,1311,416,23,4,udp,http,S1,47432,5000,O-Cloud-Edge-Server,Benign,evt_000194,2026-06-01 00:03:14
1.2842183848353388,462,139,11,7,tcp,ssh,SF,58535,5000,DU,Benign,evt_000195,2026-06-01 00:03:15
2.5146614357512354,913,266,15,6,tcp,http,SF,61046,22,O-Cloud-Edge-Server,Benign,evt_000196,2026-06-01 00:03:16
1.6843159017123284,144,33,10,2,tcp,http,S1,34571,22,DU,Benign,evt_000197,2026-06-01 00:03:17
1.9959025066239429,16,74,13,3,tcp,http,SF,9542,443,O-Cloud-Edge-Server,Benign,evt_000198,2026-06-01 00:03:18
1.86924568118039,927,248,5,9,tcp,ssh,SF,12113,8080,CU,Benign,evt_000199,2026-06-01 00:03:19
2.2700596390391468,476,298,12,8,tcp,http,S1,41429,8080,DU,Benign,evt_000200,2026-06-01 00:03:20
3.1259854890509735,4,32,13,10,udp,http,S1,58874,8080,CU,Benign,evt_000201,2026-06-01 00:03:21
2.0724679255213965,1016,319,21,2,tcp,http,S1,64760,5000,DU,Benign,evt_000202,2026-06-01 00:03:22
2.5151510346214865,1648,108,4,10,udp,ssh,RSTO,47518,8080,O-Cloud-Edge-Server,Benign,evt_000203,2026-06-01 00:03:23
0.35986231917518197,1355,444,11,5,udp,ssh,RSTO,57847,80,DU,Benign,evt_000204,2026-06-01 00:03:24
1.9610252784559057,697,183,19,11,tcp,ssh,RSTO,31845,443,CU,Benign,evt_000205,2026-06-01 00:03:25
1.325415783765703,803,60,11,6,udp,ssh,S1,13674,22,DU,Benign,evt_000206,2026-06-01 00:03:26
1.0249495516610976,1155,252,12,1,udp,http,RSTO,31025,8080,O-Cloud-Edge-Server,Benign,evt_000207,2026-06-01 00:03:27
1.2974781064569993,1248,93,9,9,tcp,-,RSTO,7437,5000,DU,Benign,evt_000208,2026-06-01 00:03:28
1.7327012474393504,662,443,8,4,udp,http,S1,44417,22,CU,Benign,evt_000209,2026-06-01 00:03:29
2.7327220338848104,813,240,4,4,udp,http,S1,22277,5000,O-Cloud-Edge-Server,Benign,evt_000210,2026-06-01 00:03:30
0.9388858258083488,920,215,9,0,tcp,-,RSTO,22848,443,O-Cloud-Edge-Server,Benign,evt_000211,2026-06-01 00:03:31
2.024505194075534,1021,334,8,11,udp,ssh,RSTO,1218,80,O-Cloud-Edge-Server,Benign,evt_000212,2026-06-01 00:03:32
1.6126644533331371,746,79,13,4,udp,ssh,S1,65529,22,DU,Benign,evt_000213,2026-06-01 00:03:33
1.7378615245104312,751,33,9,11,udp,ssh,SF,28595,80,O-Cloud-Edge-Server,Benign,evt_000214,2026-06-01 00:03:34
2.8022062602436835,1351,305,10,4,udp,ssh,S1,51636,22,DU,Benign,evt_000215,2026-06-01 00:03:35
2.4304923496031408,1283,64,10,2,tcp,-,SF,34542,443,O-Cloud-Edge-Server,Benign,evt_000216,2026-06-01 00:03:36
3.069918485954195,990,63,12,10,udp,-,SF,42372,80,O-Cloud-Edge-Server,Benign,evt_000217,2026-06-01 00:03:37
1.8763954566000796,1487,373,10,5,tcp,http,RSTO,31210,8080,DU,Benign,evt_000218,2026-06-01 00:03:38
1.4432459106634377,645,324,7,5,udp,ssh,SF,45372,8080,DU,Benign,evt_000219,2026-06-01 00:03:39
1.8209129464956004,1449,39,13,1,udp,-,RSTO,13914,80,CU,Benign,evt_000220,2026-06-01 00:03:40
2.1939974330169774,1017,140,18,4,tcp,ssh,S1,65282,22,DU,Benign,evt_000221,2026-06-01 00:03:41
2.141258686762969,2108,95,13,7,udp,ssh,SF,28625,22,DU,Benign,evt_000222,2026-06-01 00:03:42
1.1324895422133068,323,524,10,1,udp,ssh,S1,1719,80,O-Cloud-Edge-Server,Benign,evt_000223,2026-06-01 00:03:43
2.0723918253022995,524,384,12,4,udp,ssh,RSTO,62471,8080,CU,Benign,evt_000224,2026-06-01 00:03:44
2.1825826641111243,967,172,3,4,tcp,http,SF,2496,443,DU,Benign,evt_000225,2026-06-01 00:03:45
